,result
994,菜B-PRODUCT 卡I-PRODUCT 快I-COMMENTS_ADJ
995,工B-BANK 行I-BANK
996,很B-COMMENTS_ADJ 好I-COMMENTS_ADJ 二B-PRODUCT 卡I-PRODUCT 气I-COMMENTS_ADJ
997,积B-PRODUCT 分I-PRODUCT
998,提B-COMMENTS_N 额I-COMMENTS_N 提B-COMMENTS_N 额I-COMMENTS_N 提B-COMMENTS_N 额I-COMMENTS_N
999,京B-PRODUCT 金I-PRODUCT 融I-PRODUCT 白B-PRODUCT 金I-PRODUCT 卡I-PRODUCT
1000,支B-PRODUCT 付I-PRODUCT 宝I-PRODUCT 国B-PRODUCT 债I-PRODUCT 逆B-PRODUCT 回I-PRODUCT 购I-PRODUCT 利B-COMMENTS_N 息I-COMMENTS_N 活I-COMMENTS_ADJ
1001,中B-BANK 信I-BANK
1002,额B-COMMENTS_N 度I-COMMENTS_N 高B-COMMENTS_ADJ
1003,额B-COMMENTS_N 度I-COMMENTS_N
1004,浦B-BANK 发I-BANK 银I-BANK 行I-BANK
1005,首B-COMMENTS_N 提I-COMMENTS_N
1006,理B-PRODUCT 财I-PRODUCT 理B-PRODUCT 财I-PRODUCT
1007,激B-COMMENTS_N 活I-COMMENTS_N
1008,交B-BANK 通I-BANK 银I-BANK 行I-BANK
1009,优B-COMMENTS_ADJ 秀I-COMMENTS_ADJ
1010,积B-PRODUCT 分I-PRODUCT 积B-PRODUCT 分I-PRODUCT
1011,中B-BANK 信I-BANK 银I-BANK 行I-BANK
1012,稳B-COMMENTS_ADJ 益I-COMMENTS_N 京B-PRODUCT 金I-PRODUCT 融I-PRODUCT 百B-PRODUCT 信I-PRODUCT 年B-COMMENTS_N 化I-COMMENTS_N 利B-COMMENTS_N 息I-COMMENTS_N 错I-COMMENTS_ADJ 基B-PRODUCT 金I-PRODUCT 基B-PRODUCT
1013,躁I-COMMENTS_ADJ
1014,率I-COMMENTS_N 忒B-COMMENTS_ADJ 高I-COMMENTS_ADJ
1015,
1016,二B-PRODUCT 提B-COMMENTS_N 额I-COMMENTS_N
1017,小B-PRODUCT 额I-PRODUCT 贷I-PRODUCT
1018,多B-COMMENTS_ADJ
1019,
1020,汇B-PRODUCT 丰I-PRODUCT 征B-PRODUCT 信I-PRODUCT 拒B-COMMENTS_ADJ
1021,卡B-PRODUCT 招B-BANK 行I-BANK
1022,利B-COMMENTS_N 率I-COMMENTS_N 低B-COMMENTS_ADJ 交B-BANK 通I-BANK 工B-BANK 商I-BANK 中B-BANK 国I-BANK 建B-BANK 行I-BANK 利B-COMMENTS_N 率I-COMMENTS_N
1023,利B-COMMENTS_N 息I-COMMENTS_N 高B-COMMENTS_ADJ 吓B-COMMENTS_ADJ
1024,喜I-COMMENTS_ADJ 负B-COMMENTS_N 债I-COMMENTS_N 高B-COMMENTS_ADJ
1025,年B-COMMENTS_N 化I-COMMENTS_N 收B-COMMENTS_N 益I-COMMENTS_N 收B-COMMENTS_N 益I-COMMENTS_N
1026,只B-COMMENTS_ADJ 能I-COMMENTS_ADJ 提B-COMMENTS_N 额I-COMMENTS_N
1027,招B-BANK 行I-BANK 北B-BANK 京I-BANK 兴B-BANK 业I-BANK 光B-BANK 大I-BANK
1028,邮B-BANK 储I-BANK
1029,高B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1030,升B-COMMENTS_ADJ
1031,刁B-COMMENTS_ADJ 难I-COMMENTS_ADJ 公B-PRODUCT 积I-PRODUCT 金I-PRODUCT
1032,卡B-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N 高I-COMMENTS_ADJ
1033,农B-BANK 业I-BANK
1034,理B-PRODUCT 财I-PRODUCT 款I-PRODUCT
1035,理B-PRODUCT 财I-PRODUCT 不B-COMMENTS_ADJ 错I-COMMENTS_ADJ 理B-PRODUCT 财I-PRODUCT
1036,
1037,兴B-BANK 业I-BANK 中B-BANK 信I-BANK 青B-BANK 岛I-BANK 交B-BANK 通I-BANK 工B-BANK 商I-BANK
1038,汇B-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1039,广B-BANK 发I-BANK 最B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1040,拒B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1041,
1042,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1043,兴B-BANK 业I-BANK 金B-COMMENTS_N 额I-COMMENTS_N
1044,二B-PRODUCT 卡I-PRODUCT 拒B-COMMENTS_ADJ
1045,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 支B-PRODUCT 付I-PRODUCT 宝I-PRODUCT 涨B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1046,贷B-PRODUCT 款I-PRODUCT 减B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1047,
1048,邮B-BANK 政I-BANK 低B-COMMENTS_ADJ
1049,积B-PRODUCT 分I-PRODUCT 冻I-COMMENTS_N 积B-PRODUCT 分I-PRODUCT 账B-COMMENTS_N 户I-COMMENTS_N
1050,审B-COMMENTS_N 核I-COMMENTS_N
1051,积B-PRODUCT 分I-PRODUCT 返B-COMMENTS_N
1052,邮B-BANK 储I-BANK 贷B-PRODUCT 款I-PRODUCT
1053,妥I-COMMENTS_ADJ
1054,行I-COMMENTS_ADJ
1055,平B-BANK 安I-BANK
1056,
1057,卡B-PRODUCT
1058,很B-COMMENTS_ADJ 久I-COMMENTS_ADJ
1059,
1060,负B-COMMENTS_N 债I-COMMENTS_N 征B-PRODUCT 信I-PRODUCT
1061,光B-BANK 大I-BANK
1062,小B-PRODUCT 额I-PRODUCT 贷B-PRODUCT 款I-PRODUCT
1063,交B-BANK 通I-BANK
1064,爱B-PRODUCT 卡I-PRODUCT 无B-COMMENTS_ADJ 奈I-COMMENTS_ADJ
1065,逾B-COMMENTS_N 期I-COMMENTS_N
1066,提B-COMMENTS_N 额I-COMMENTS_N 注B-COMMENTS_N 销I-COMMENTS_N 中B-BANK 信I-BANK
1067,支B-PRODUCT 付I-PRODUCT 宝I-PRODUCT 理B-PRODUCT 财I-PRODUCT 理B-PRODUCT 财I-PRODUCT 通I-PRODUCT 基B-PRODUCT 金I-PRODUCT 合I-COMMENTS_ADJ
1068,
1069,分B-PRODUCT 期I-PRODUCT
1070,收B-COMMENTS_N 益I-COMMENTS_N
1071,犀B-PRODUCT 利I-PRODUCT 卡I-PRODUCT 返B-COMMENTS_N 现I-COMMENTS_N
1072,菜B-PRODUCT 卡I-PRODUCT 工B-BANK 商I-BANK
1073,注B-COMMENTS_N 销I-COMMENTS_N
1074,积B-PRODUCT 分I-PRODUCT
1075,拒B-COMMENTS_ADJ 绝I-COMMENTS_ADJ
1076,额B-COMMENTS_N 度I-COMMENTS_N 低B-COMMENTS_ADJ
1077,分B-PRODUCT 期I-PRODUCT 高B-COMMENTS_ADJ
1078,浦B-BANK 发I-BANK
1079,白B-PRODUCT 金I-PRODUCT 卡I-PRODUCT 最B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1080,平B-BANK 安I-BANK 平B-BANK 安I-BANK 利B-COMMENTS_N 息I-COMMENTS_N 高B-COMMENTS_ADJ
1081,益I-PRODUCT 收B-COMMENTS_N 益I-COMMENTS_N
1082,兴B-BANK 业I-BANK 很B-COMMENTS_ADJ 难I-COMMENTS_ADJ 分B-PRODUCT 期I-PRODUCT
1083,
1084,邮B-BANK 储I-BANK 广B-BANK 发I-BANK 浦B-BANK 发I-BANK
1085,
1086,招B-BANK 行I-BANK 卡B-PRODUCT 很B-COMMENTS_ADJ 快I-COMMENTS_ADJ
1087,卡B-PRODUCT
1088,好B-COMMENTS_ADJ 建B-BANK 行I-BANK 分B-PRODUCT 期I-PRODUCT
1089,
1090,能I-COMMENTS_ADJ 建B-BANK 行I-BANK
1091,激B-COMMENTS_N 活I-COMMENTS_N 兴B-BANK 业I-BANK 好B-COMMENTS_ADJ
1092,谨B-COMMENTS_ADJ 慎I-COMMENTS_ADJ 高B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N 难B-COMMENTS_ADJ
1093,汇B-BANK 丰I-BANK 银I-BANK 行I-BANK 拒B-COMMENTS_ADJ 经I-COMMENTS_ADJ
1094,化I-COMMENTS_N 利B-COMMENTS_N 率I-COMMENTS_N 最B-COMMENTS_ADJ 低I-COMMENTS_ADJ 抵B-PRODUCT 贷B-PRODUCT 中B-BANK 国I-BANK 银I-BANK 行I-BANK 工B-BANK 行I-BANK 不B-COMMENTS_ADJ 错I-COMMENTS_ADJ
1095,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N 优B-COMMENTS_ADJ 秀I-COMMENTS_ADJ 羡B-COMMENTS_ADJ 慕I-COMMENTS_ADJ
1096,公B-PRODUCT 积I-PRODUCT 金I-PRODUCT
1097,房B-PRODUCT 贷I-PRODUCT 邮B-BANK 储I-BANK 信B-PRODUCT 用I-PRODUCT 贷I-PRODUCT 网B-PRODUCT 贷I-PRODUCT 逾B-COMMENTS_N 期I-COMMENTS_N 征B-PRODUCT 信I-PRODUCT 网B-PRODUCT 贷I-PRODUCT
1098,门I-COMMENTS_ADJ 积B-PRODUCT 分I-PRODUCT 谢B-COMMENTS_ADJ 谢I-COMMENTS_ADJ
1099,农B-BANK 行I-BANK 首B-PRODUCT 卡I-PRODUCT
1100,
1101,最B-COMMENTS_ADJ 高I-COMMENTS_ADJ 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1102,只B-COMMENTS_ADJ 能I-COMMENTS_ADJ
1103,激B-COMMENTS_N 活I-COMMENTS_N
1104,羡B-COMMENTS_ADJ 慕I-COMMENTS_ADJ 嫉B-COMMENTS_ADJ 妒I-COMMENTS_ADJ 恨I-COMMENTS_ADJ
1105,开B-COMMENTS_ADJ 心I-COMMENTS_ADJ
1106,网B-PRODUCT 贷I-PRODUCT 不B-COMMENTS_ADJ 能I-COMMENTS_ADJ
1107,怕B-COMMENTS_ADJ 网B-PRODUCT 贷I-PRODUCT
1108,
1109,
1110,手B-COMMENTS_N 续I-COMMENTS_N 费I-COMMENTS_N
1111,理B-PRODUCT 理B-PRODUCT 财I-PRODUCT
1112,卡B-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1113,平B-BANK 安I-BANK 建B-BANK 行I-BANK
1114,征B-PRODUCT 信I-PRODUCT 卡I-PRODUCT 注B-COMMENTS_N 销I-COMMENTS_N
1115,中B-BANK 信I-BANK 贷B-PRODUCT 款I-PRODUCT 征B-PRODUCT 信I-PRODUCT 快B-COMMENTS_ADJ
1116,提B-COMMENTS_N 额I-COMMENTS_N
1117,消B-COMMENTS_N 费I-COMMENTS_N
1118,手B-COMMENTS_N 续I-COMMENTS_N 费I-COMMENTS_N
1119,好B-COMMENTS_ADJ 慌I-COMMENTS_ADJ
1120,忽B-COMMENTS_ADJ 悠I-COMMENTS_ADJ 忽B-COMMENTS_ADJ
1121,财B-PRODUCT 智I-PRODUCT 金I-PRODUCT 分B-PRODUCT 期I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1122,
1123,紧B-COMMENTS_ADJ 张I-COMMENTS_ADJ 最B-COMMENTS_ADJ 低I-COMMENTS_ADJ 降B-COMMENTS_ADJ
1124,商B-PRODUCT 白I-PRODUCT
1125,审B-COMMENTS_N 核I-COMMENTS_N 拒B-COMMENTS_ADJ
1126,建B-BANK 行I-BANK
1127,很B-COMMENTS_ADJ 难I-COMMENTS_ADJ
1128,
1129,制I-PRODUCT 遗B-COMMENTS_ADJ 憾I-COMMENTS_ADJ
1130,理B-PRODUCT 财I-PRODUCT 理B-PRODUCT 财I-PRODUCT 理B-PRODUCT 财I-PRODUCT 高B-COMMENTS_ADJ
1131,建B-BANK 设I-BANK 银I-BANK 行I-BANK 很B-COMMENTS_ADJ 高I-COMMENTS_ADJ
1132,审B-COMMENTS_N 批I-COMMENTS_N 征B-PRODUCT 信I-PRODUCT 浦B-BANK 发I-BANK
1133,好I-COMMENTS_ADJ 便B-COMMENTS_ADJ 捷I-COMMENTS_ADJ 基B-PRODUCT 金I-PRODUCT 券I-PRODUCT 期I-PRODUCT
1134,平B-BANK 安I-BANK
1135,额B-COMMENTS_N 度I-COMMENTS_N 高B-COMMENTS_ADJ
1136,练I-COMMENTS_ADJ
1137,宁B-BANK 波I-BANK 银I-BANK 行I-BANK 拒B-COMMENTS_ADJ 绝I-COMMENTS_ADJ
1138,首B-PRODUCT 卡I-PRODUCT
1139,最B-COMMENTS_ADJ 好I-COMMENTS_ADJ 理B-PRODUCT 好B-COMMENTS_ADJ
1140,逾B-COMMENTS_N 期I-COMMENTS_N
1141,平B-BANK 安I-BANK 还B-COMMENTS_ADJ 平B-BANK 安I-BANK 平B-BANK 安I-BANK
1142,少B-COMMENTS_ADJ
1143,逾B-COMMENTS_N 期I-COMMENTS_N 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 拒B-COMMENTS_ADJ 绝I-COMMENTS_ADJ
1144,
1145,金B-COMMENTS_N 额I-COMMENTS_N 涨B-COMMENTS_ADJ
1146,卡B-PRODUCT 平B-BANK 安I-BANK 超B-COMMENTS_ADJ 值I-COMMENTS_ADJ
1147,审B-COMMENTS_N 批I-COMMENTS_N
1148,浦B-BANK 发I-BANK 稀B-COMMENTS_ADJ 烂I-COMMENTS_ADJ
1149,利B-COMMENTS_N 息I-COMMENTS_N
1150,稳B-PRODUCT 理B-PRODUCT 财I-PRODUCT 收B-COMMENTS_N 益I-COMMENTS_N 稳B-COMMENTS_ADJ 定I-COMMENTS_ADJ
1151,交B-BANK 行I-BANK 标B-PRODUCT 白I-PRODUCT 5I-PRODUCT
1152,难B-COMMENTS_ADJ
1153,额B-COMMENTS_N 度I-COMMENTS_N 只B-COMMENTS_ADJ 能I-COMMENTS_ADJ
1154,工B-BANK 商I-BANK 银I-BANK 行I-BANK
1155,腾I-PRODUCT 积B-PRODUCT 分I-PRODUCT 多B-COMMENTS_ADJ 大I-COMMENTS_ADJ
1156,不B-COMMENTS_ADJ 急I-COMMENTS_ADJ
1157,只B-COMMENTS_ADJ 菜B-PRODUCT 卡I-PRODUCT 金I-PRODUCT 卡I-PRODUCT 白B-PRODUCT 金I-PRODUCT 卡I-PRODUCT 不B-COMMENTS_ADJ 兴B-BANK 业I-BANK 建B-BANK 行I-BANK
1158,建B-BANK 行I-BANK 快B-PRODUCT 贷I-PRODUCT
1159,风B-COMMENTS_N 控I-COMMENTS_N 多B-COMMENTS_ADJ 长I-COMMENTS_ADJ 不B-COMMENTS_ADJ 能I-COMMENTS_ADJ 卡I-COMMENTS_N
1160,招B-BANK 行I-BANK 浦B-BANK 发I-BANK
1161,额B-COMMENTS_N 度I-COMMENTS_N 高B-COMMENTS_ADJ 年B-COMMENTS_N 费I-COMMENTS_N
1162,犀B-PRODUCT 利I-PRODUCT 卡I-PRODUCT
1163,征B-PRODUCT 信I-PRODUCT
1164,注B-COMMENTS_N 销I-COMMENTS_N 安B-COMMENTS_ADJ 心I-COMMENTS_ADJ
1165,招B-BANK 行I-BANK
1166,幼B-COMMENTS_ADJ 稚I-COMMENTS_ADJ 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1167,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1168,
1169,多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1170,额B-COMMENTS_N 度I-COMMENTS_N
1171,下B-COMMENTS_N 卡I-COMMENTS_N 多B-COMMENTS_ADJ 久I-COMMENTS_ADJ 提B-COMMENTS_N 额I-COMMENTS_N
1172,
1173,
1174,广B-BANK 发I-BANK 差B-COMMENTS_ADJ 不I-COMMENTS_ADJ 多I-COMMENTS_ADJ
1175,
1176,拒B-COMMENTS_ADJ 绝I-COMMENTS_ADJ
1177,拒B-COMMENTS_ADJ
1178,额B-COMMENTS_N 度I-COMMENTS_N 低B-COMMENTS_ADJ
1179,少I-COMMENTS_ADJ 金B-COMMENTS_N 额I-COMMENTS_N
1180,很B-COMMENTS_ADJ 快I-COMMENTS_ADJ
1181,
1182,手B-COMMENTS_N 续I-COMMENTS_N 账B-COMMENTS_N 单I-COMMENTS_N 少I-COMMENTS_ADJ
1183,心B-COMMENTS_ADJ 累I-COMMENTS_ADJ
1184,激B-COMMENTS_N 活I-COMMENTS_N
1185,额B-COMMENTS_N 度I-COMMENTS_N 低B-COMMENTS_ADJ
1186,渤B-BANK 海I-BANK 银I-BANK 行I-BANK 销B-COMMENTS_N 卡I-COMMENTS_N
1187,着B-COMMENTS_ADJ 急I-COMMENTS_ADJ
1188,刷B-COMMENTS_N 卡I-COMMENTS_N
1189,手B-COMMENTS_N 续I-COMMENTS_N 费I-COMMENTS_N
1190,心B-COMMENTS_ADJ 累I-COMMENTS_ADJ
1191,卡B-PRODUCT
1192,消B-COMMENTS_N 费I-COMMENTS_N 消B-COMMENTS_N 费I-COMMENTS_N
1193,延B-COMMENTS_ADJ 迟I-COMMENTS_ADJ
1194,
1195,心B-COMMENTS_ADJ 慌I-COMMENTS_ADJ
1196,收B-COMMENTS_N 益I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ 高B-COMMENTS_ADJ 坑B-COMMENTS_ADJ 货I-COMMENTS_ADJ
1197,美B-PRODUCT 真B-PRODUCT 情I-PRODUCT 卡I-PRODUCT 付I-COMMENTS_N
1198,额B-COMMENTS_N 度I-COMMENTS_N
1199,烦I-COMMENTS_ADJ
1200,
1201,
1202,不B-COMMENTS_ADJ 能I-COMMENTS_ADJ
1203,掌B-PRODUCT 上I-PRODUCT 生I-PRODUCT 活I-PRODUCT
1204,狠I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1205,小B-COMMENTS_ADJ 心I-COMMENTS_ADJ 多I-COMMENTS_ADJ
1206,审B-COMMENTS_N 核I-COMMENTS_N
1207,
1208,建B-BANK 行I-BANK 工B-BANK 行I-BANK
1209,额B-COMMENTS_N 度I-COMMENTS_N
1210,
1211,卡B-PRODUCT 奇B-COMMENTS_ADJ 怪I-COMMENTS_ADJ
1212,降B-COMMENTS_ADJ 逾B-COMMENTS_N 期I-COMMENTS_N
1213,数B-PRODUCT 字I-PRODUCT 基B-PRODUCT 金I-PRODUCT
1214,不B-COMMENTS_ADJ 高I-COMMENTS_ADJ
1215,太B-COMMENTS_ADJ 难I-COMMENTS_ADJ
1216,低B-COMMENTS_ADJ
1217,分B-PRODUCT 期I-PRODUCT 还B-COMMENTS_N 款I-COMMENTS_N
1218,低B-COMMENTS_ADJ 利B-COMMENTS_N 息I-COMMENTS_N 征B-PRODUCT 信I-PRODUCT 还B-COMMENTS_N 款I-COMMENTS_N
1219,利B-COMMENTS_N 率I-COMMENTS_N 高B-COMMENTS_ADJ
1220,
1221,邮B-BANK 政I-BANK 贷I-PRODUCT 款I-PRODUCT
1222,方B-COMMENTS_ADJ 便I-COMMENTS_ADJ
1223,贷B-PRODUCT 款I-PRODUCT
1224,征B-PRODUCT 信I-PRODUCT 不B-COMMENTS_ADJ 行I-COMMENTS_ADJ
1225,怕B-COMMENTS_ADJ
1226,公B-PRODUCT 积I-PRODUCT 金I-PRODUCT
1227,快I-COMMENTS_ADJ
1228,好B-COMMENTS_ADJ 多I-COMMENTS_ADJ
1229,广B-BANK 发I-BANK 额B-COMMENTS_N 度I-COMMENTS_N 很B-COMMENTS_ADJ 快I-COMMENTS_ADJ
1230,额B-COMMENTS_N 度I-COMMENTS_N 很B-COMMENTS_ADJ 低I-COMMENTS_ADJ
1231,征B-PRODUCT 信I-PRODUCT
1232,招B-BANK 商I-BANK 标B-PRODUCT 准I-PRODUCT 金I-PRODUCT
1233,额B-COMMENTS_N 度I-COMMENTS_N
1234,邮B-PRODUCT 储I-BANK 普B-PRODUCT 卡I-PRODUCT
1235,支B-COMMENTS_N 付I-COMMENTS_N 闪B-PRODUCT 付I-PRODUCT
1236,建B-BANK 行I-BANK 冻B-COMMENTS_N 结I-COMMENTS_N 储B-PRODUCT 蓄I-PRODUCT 卡I-PRODUCT 冻B-COMMENTS_N 结I-COMMENTS_N 储B-PRODUCT 蓄I-PRODUCT 卡I-PRODUCT 冻I-COMMENTS_N 冻B-COMMENTS_N 结I-COMMENTS_N 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1237,流B-COMMENTS_N 水I-COMMENTS_N
1238,积B-PRODUCT 分I-PRODUCT
1239,招B-BANK 行I-BANK
1240,满B-COMMENTS_ADJ 意I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1241,额B-COMMENTS_N 度I-COMMENTS_N 利B-COMMENTS_N 率I-COMMENTS_N
1242,放B-COMMENTS_ADJ 心I-COMMENTS_ADJ
1243,卡B-PRODUCT 招B-BANK 行I-BANK 浦B-BANK 发I-BANK
1244,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1245,中B-BANK 国I-BANK 人I-BANK 寿I-BANK 年B-COMMENTS_N 费I-COMMENTS_N
1246,谢B-COMMENTS_ADJ 谢I-COMMENTS_ADJ 满B-COMMENTS_ADJ 意I-COMMENTS_ADJ
1247,低B-COMMENTS_ADJ
1248,卡B-PRODUCT 好B-COMMENTS_ADJ 看I-COMMENTS_ADJ
1249,招B-BANK 商I-BANK
1250,中B-BANK 信I-BANK
1251,激B-COMMENTS_N 活I-COMMENTS_N
1252,低B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N 卡B-PRODUCT 注B-COMMENTS_N 销I-COMMENTS_N
1253,全B-COMMENTS_N 额I-COMMENTS_N
1254,晚B-COMMENTS_ADJ 激B-COMMENTS_N 活I-COMMENTS_N
1255,卡B-PRODUCT
1256,汇B-BANK 丰I-BANK 下B-COMMENTS_N 卡I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1257,
1258,积B-PRODUCT 分I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1259,银B-PRODUCT 行I-PRODUCT 卡I-PRODUCT
1260,审B-COMMENTS_N 核I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1261,征B-PRODUCT 信I-PRODUCT 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1262,理B-PRODUCT 财I-PRODUCT
1263,快I-COMMENTS_ADJ
1264,定I-COMMENTS_N
1265,还B-COMMENTS_N 款I-COMMENTS_N
1266,额B-COMMENTS_N 度I-COMMENTS_N 高B-COMMENTS_ADJ
1267,平B-BANK 安I-BANK 储B-PRODUCT 蓄I-PRODUCT 卡I-PRODUCT 理B-PRODUCT 财I-PRODUCT
1268,提B-COMMENTS_N 额I-COMMENTS_N 超B-COMMENTS_ADJ 低I-COMMENTS_ADJ
1269,卡B-PRODUCT 安B-COMMENTS_ADJ 心I-COMMENTS_ADJ
1270,
1271,工B-BANK 商I-BANK 农B-BANK 业I-BANK 中B-BANK 国I-BANK 建B-BANK 设I-BANK 卡B-PRODUCT
1272,坑B-COMMENTS_ADJ
1273,卡B-PRODUCT
1274,分B-PRODUCT 期I-PRODUCT
1275,卡B-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1276,积B-PRODUCT 分I-PRODUCT
1277,白B-PRODUCT 金I-PRODUCT 金B-COMMENTS_N 额I-COMMENTS_N 增B-COMMENTS_ADJ 加I-COMMENTS_ADJ
1278,公B-PRODUCT 积I-PRODUCT 金I-PRODUCT 高B-COMMENTS_ADJ 容B-COMMENTS_ADJ 易I-COMMENTS_ADJ
1279,恭B-COMMENTS_ADJ 喜I-COMMENTS_ADJ 恭B-COMMENTS_ADJ 喜I-COMMENTS_ADJ 高I-COMMENTS_ADJ 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ 卡B-PRODUCT
1280,额B-COMMENTS_N 度I-COMMENTS_N
1281,理B-PRODUCT 财I-PRODUCT 信B-PRODUCT 理B-PRODUCT 财I-PRODUCT 信B-PRODUCT 托I-PRODUCT 信B-PRODUCT 托I-PRODUCT
1282,提I-COMMENTS_N
1283,谢I-COMMENTS_ADJ 浦B-BANK 发I-BANK 刷B-PRODUCT 卡I-PRODUCT 浦B-BANK 发I-BANK 额B-COMMENTS_N 度I-COMMENTS_N
1284,光B-BANK 大I-BANK
1285,征B-PRODUCT 信I-PRODUCT 不B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1286,广B-BANK 发I-BANK 卡B-PRODUCT
1287,本B-COMMENTS_N 金I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1288,
1289,积B-PRODUCT 分I-PRODUCT 卡I-PRODUCT
1290,支B-PRODUCT 付I-PRODUCT 宝I-PRODUCT
1291,浦B-BANK 发I-BANK 好B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1292,好B-PRODUCT 车I-PRODUCT 主I-PRODUCT 金I-PRODUCT 返B-COMMENTS_N 现I-COMMENTS_N
1293,卡B-PRODUCT 方B-COMMENTS_ADJ 便I-COMMENTS_ADJ
1294,支B-COMMENTS_N 付I-COMMENTS_N 公B-PRODUCT 积I-PRODUCT 金I-PRODUCT 积B-PRODUCT 分I-PRODUCT
1295,消B-COMMENTS_N 费I-COMMENTS_N
1296,卡B-PRODUCT 激B-COMMENTS_N 活I-COMMENTS_N
1297,额B-COMMENTS_N 度I-COMMENTS_N
1298,重B-COMMENTS_ADJ 中B-BANK 信I-BANK
1299,平B-BANK 安I-BANK 银I-BANK 行I-BANK
1300,功I-COMMENTS_ADJ
1301,下B-COMMENTS_N 卡I-COMMENTS_N
1302,注B-COMMENTS_N 销I-COMMENTS_N
1303,年B-COMMENTS_N 费I-COMMENTS_N 金I-PRODUCT
1304,很B-COMMENTS_ADJ
1305,中B-BANK 行I-BANK 高B-COMMENTS_ADJ 房B-PRODUCT 贷I-PRODUCT
1306,额B-COMMENTS_N 度I-COMMENTS_N 划B-COMMENTS_ADJ 算I-COMMENTS_ADJ
1307,动I-COMMENTS_ADJ
1308,恭B-COMMENTS_ADJ 喜I-COMMENTS_ADJ
1309,分B-PRODUCT 期I-PRODUCT 逾B-COMMENTS_N 期I-COMMENTS_N 分B-PRODUCT 期I-PRODUCT 还B-COMMENTS_N 款I-COMMENTS_N
1310,理B-PRODUCT 财I-PRODUCT 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ 收B-COMMENTS_N 益I-COMMENTS_N 收B-COMMENTS_N 益I-COMMENTS_N 偏B-COMMENTS_ADJ 差I-COMMENTS_ADJ
1311,平B-BANK 安I-BANK
1312,
1313,额B-COMMENTS_N 度I-COMMENTS_N
1314,卡B-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1315,
1316,中B-BANK 信I-BANK
1317,额B-COMMENTS_N 度I-COMMENTS_N 菜B-PRODUCT 卡I-PRODUCT
1318,正B-COMMENTS_ADJ 常I-COMMENTS_ADJ 卡B-PRODUCT
1319,高I-COMMENTS_ADJ 月B-COMMENTS_N 息I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 消B-PRODUCT 费I-PRODUCT 贷I-PRODUCT 利B-COMMENTS_N 息I-COMMENTS_N 低B-COMMENTS_ADJ
1320,坑B-COMMENTS_ADJ
1321,无B-PRODUCT 忧I-PRODUCT 白I-PRODUCT 不B-COMMENTS_ADJ 能I-COMMENTS_ADJ
1322,额B-COMMENTS_N 度I-COMMENTS_N 积B-PRODUCT 分I-PRODUCT 积B-PRODUCT 分I-PRODUCT 不B-COMMENTS_ADJ 能I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
