,result
1343,
1344,额B-COMMENTS_N 度I-COMMENTS_N
1345,额B-COMMENTS_N 度I-COMMENTS_N 低B-COMMENTS_ADJ
1346,分B-PRODUCT 真B-COMMENTS_N 太B-COMMENTS_ADJ 难I-COMMENTS_ADJ
1347,建B-BANK 额B-COMMENTS_N 度I-COMMENTS_N 不B-COMMENTS_ADJ 批I-COMMENTS_ADJ
1348,审B-BANK 多B-COMMENTS_ADJ 久I-COMMENTS_ADJ
1349,
1350,追I-PRODUCT 金B-COMMENTS_N 卡I-PRODUCT 拒I-PRODUCT 绝I-COMMENTS_ADJ
1351,额B-COMMENTS_N 度I-COMMENTS_N 满B-COMMENTS_ADJ 意I-COMMENTS_ADJ
1352,中B-BANK 信I-BANK 好I-COMMENTS_N
1353,工B-BANK 行I-BANK
1354,额B-COMMENTS_N 度I-COMMENTS_N
1355,
1356,
1357,招B-BANK 行I-BANK
1358,平B-BANK 安I-BANK 银I-BANK 行I-BANK 白I-PRODUCT 金I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N 刷B-COMMENTS_N 大I-COMMENTS_N 额I-PRODUCT 小B-COMMENTS_N 额I-COMMENTS_N
1359,
1360,差B-PRODUCT 价I-PRODUCT
1361,定B-PRODUCT 基B-PRODUCT
1362,交B-BANK 行I-BANK 感I-COMMENTS_N 还I-COMMENTS_N 交B-BANK 行I-BANK 交B-BANK
1363,商B-BANK 劲I-COMMENTS_ADJ
1364,太B-COMMENTS_ADJ 难I-COMMENTS_ADJ
1365,白B-PRODUCT 金I-PRODUCT 卡I-PRODUCT 抵I-PRODUCT 年B-COMMENTS_N
1366,
1367,成B-COMMENTS_ADJ
1368,升B-COMMENTS_N 临I-COMMENTS_N
1369,额B-COMMENTS_N 度I-COMMENTS_N 就B-COMMENTS_ADJ 很I-COMMENTS_ADJ 快I-COMMENTS_ADJ
1370,
1371,安B-COMMENTS_ADJ 全I-COMMENTS_ADJ
1372,行B-PRODUCT
1373,一B-PRODUCT
1374,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1375,看I-COMMENTS_ADJ 资B-BANK 于I-BANK 固I-BANK 收I-COMMENTS_N
1376,招B-COMMENTS_N 行I-COMMENTS_N 不B-COMMENTS_ADJ 错I-COMMENTS_ADJ
1377,款I-COMMENTS_ADJ
1378,好I-COMMENTS_ADJ 逾B-COMMENTS_N 期I-COMMENTS_N
1379,其I-COMMENTS_ADJ 发I-PRODUCT 放I-COMMENTS_N 我B-COMMENTS_ADJ
1380,积I-PRODUCT 多B-COMMENTS_ADJ 久I-COMMENTS_ADJ
1381,倍I-COMMENTS_N
1382,免B-PRODUCT 费I-COMMENTS_ADJ 羊B-COMMENTS_ADJ
1383,业B-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1384,银B-BANK 行I-BANK
1385,
1386,
1387,找B-PRODUCT 卡I-PRODUCT
1388,
1389,
1390,
1391,提B-COMMENTS_N 额I-COMMENTS_N
1392,车B-PRODUCT 主I-PRODUCT 卡I-PRODUCT
1393,放B-COMMENTS_N 弃I-COMMENTS_ADJ
1394,广B-BANK 发I-BANK 开B-PRODUCT 卡I-PRODUCT 提B-COMMENTS_N 额I-COMMENTS_N 广B-BANK 发I-BANK 好B-COMMENTS_ADJ
1395,不B-BANK 行I-BANK 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 公B-PRODUCT 积B-COMMENTS_N 金I-COMMENTS_N
1396,海I-BANK
1397,逾B-COMMENTS_N 期I-COMMENTS_N 逾B-COMMENTS_N
1398,消B-COMMENTS_ADJ
1399,好B-COMMENTS_ADJ 心I-COMMENTS_ADJ
1400,分B-PRODUCT 多B-COMMENTS_ADJ 少I-COMMENTS_N
1401,
1402,建B-BANK 设I-BANK 银I-BANK 行I-BANK 支B-PRODUCT 付I-PRODUCT 白I-PRODUCT
1403,卡I-BANK 额B-COMMENTS_N 度I-COMMENTS_N
1404,
1405,额B-COMMENTS_N 度I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1406,征B-PRODUCT 信I-PRODUCT 性B-COMMENTS_N 付I-COMMENTS_N 征B-COMMENTS_ADJ 信I-COMMENTS_ADJ
1407,客B-COMMENTS_N 户I-PRODUCT
1408,成B-COMMENTS_ADJ 功I-COMMENTS_ADJ
1409,久I-COMMENTS_ADJ
1410,民B-BANK 币I-BANK 卡B-PRODUCT
1411,理B-COMMENTS_ADJ 息B-PRODUCT 正I-PRODUCT 取I-COMMENTS_ADJ
1412,核I-COMMENTS_N 中B-COMMENTS_N 不I-COMMENTS_N 不B-COMMENTS_ADJ
1413,普B-COMMENTS_N 卡B-PRODUCT 【I-BANK 1I-BANK
1414,行I-BANK 多B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1415,
1416,分B-PRODUCT 期I-PRODUCT
1417,农B-BANK 行I-BANK
1418,样I-COMMENTS_N
1419,
1420,担B-COMMENTS_ADJ 心I-COMMENTS_ADJ
1421,
1422,贷B-PRODUCT 款I-PRODUCT
1423,
1424,走I-COMMENTS_ADJ
1425,招B-BANK 行I-BANK 高I-COMMENTS_ADJ
1426,好B-COMMENTS_N 赖I-COMMENTS_N 金B-COMMENTS_N 卡I-PRODUCT
1427,0B-COMMENTS_ADJ 风B-COMMENTS_ADJ 控I-COMMENTS_N 不B-COMMENTS_ADJ 提I-COMMENTS_ADJ
1428,
1429,卡I-COMMENTS_N 提B-COMMENTS_N 额I-COMMENTS_N
1430,
1431,表B-PRODUCT 二B-COMMENTS_N 和I-BANK 表I-PRODUCT 三I-PRODUCT 行I-BANK
1432,临I-COMMENTS_N
1433,拒B-COMMENTS_ADJ 马B-COMMENTS_ADJ
1434,工B-BANK 商I-BANK 建B-BANK 设I-BANK
1435,广B-PRODUCT 发I-PRODUCT
1436,逾B-BANK 期I-COMMENTS_N 逾B-COMMENTS_N 期I-COMMENTS_N
1437,还B-COMMENTS_N 款I-COMMENTS_N
1438,张B-COMMENTS_ADJ 保I-COMMENTS_ADJ 险I-COMMENTS_ADJ
1439,公B-PRODUCT 积I-PRODUCT 金I-PRODUCT
1440,额B-COMMENTS_N 度I-COMMENTS_N
1441,
1442,秒B-COMMENTS_ADJ 拒I-COMMENTS_ADJ
1443,发B-COMMENTS_N 给I-COMMENTS_N 面B-COMMENTS_ADJ 子I-COMMENTS_ADJ
1444,逾B-COMMENTS_N 期I-COMMENTS_N
1445,期I-COMMENTS_N
1446,分B-COMMENTS_ADJ 审B-BANK 理I-PRODUCT
1447,大I-COMMENTS_N 万B-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1448,销B-PRODUCT 售I-PRODUCT 卡I-PRODUCT
1449,招B-BANK 行I-BANK 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1450,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 多I-COMMENTS_ADJ
1451,给B-COMMENTS_ADJ 拒B-COMMENTS_ADJ 以B-BANK 卡I-PRODUCT 办B-COMMENTS_N 卡I-PRODUCT
1452,息I-BANK 中B-PRODUCT 信I-BANK 爽I-COMMENTS_ADJ
1453,旅I-PRODUCT 只I-PRODUCT 限I-PRODUCT
1454,卡I-PRODUCT
1455,少I-COMMENTS_ADJ
1456,额B-COMMENTS_N 度I-COMMENTS_N
1457,激B-COMMENTS_N
1458,提B-COMMENTS_N 示I-COMMENTS_N 激B-COMMENTS_N 活I-COMMENTS_N 卡B-COMMENTS_ADJ
1459,陆B-COMMENTS_ADJ 格I-COMMENTS_ADJ
1460,五B-COMMENTS_N 倍I-COMMENTS_N
1461,额B-COMMENTS_N 度I-COMMENTS_N
1462,额B-COMMENTS_N 度I-COMMENTS_N 多B-COMMENTS_ADJ
1463,
1464,
1465,激B-COMMENTS_ADJ 活I-COMMENTS_N 年I-COMMENTS_N 费I-COMMENTS_N
1466,车B-PRODUCT 卡I-PRODUCT 不B-COMMENTS_ADJ 批I-COMMENTS_ADJ
1467,多I-COMMENTS_ADJ
1468,不B-COMMENTS_N 能I-COMMENTS_N 分I-PRODUCT
1469,
1470,
1471,公B-PRODUCT 积B-PRODUCT 金I-PRODUCT 和I-PRODUCT 不B-COMMENTS_ADJ 多I-COMMENTS_ADJ
1472,黑B-COMMENTS_N 卡I-COMMENTS_N
1473,额B-COMMENTS_N 度I-COMMENTS_N 销B-COMMENTS_N 卡I-COMMENTS_N
1474,问B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1475,呵B-COMMENTS_ADJ 金B-COMMENTS_N 额I-COMMENTS_N 3B-COMMENTS_ADJ 必B-COMMENTS_N 当B-PRODUCT
1476,征B-PRODUCT 信I-PRODUCT 司I-COMMENTS_N
1477,物B-PRODUCT 卡I-PRODUCT
1478,逾B-COMMENTS_N 期I-COMMENTS_N 基I-COMMENTS_N
1479,交B-BANK 行I-BANK
1480,开B-COMMENTS_ADJ 心I-COMMENTS_ADJ
1481,征B-PRODUCT 信I-PRODUCT 被B-PRODUCT 冻I-PRODUCT
1482,黑B-PRODUCT
1483,分B-PRODUCT 期I-PRODUCT 打I-COMMENTS_ADJ
1484,了B-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1485,
1486,台B-COMMENTS_N
1487,还B-COMMENTS_N
1488,
1489,分B-PRODUCT
1490,程B-BANK 青B-BANK 英I-BANK 卡I-PRODUCT
1491,民B-PRODUCT 生I-PRODUCT 卡I-PRODUCT 信B-PRODUCT 用B-PRODUCT 卡I-PRODUCT
1492,提B-COMMENTS_N 金I-COMMENTS_N 卖B-COMMENTS_ADJ
1493,量B-COMMENTS_ADJ 效B-PRODUCT 期I-PRODUCT
1494,
1495,务B-COMMENTS_N 经I-COMMENTS_N
1496,张B-COMMENTS_N 卡I-COMMENTS_N
1497,的B-BANK 额B-COMMENTS_N 度I-COMMENTS_N
1498,
1499,
1500,额B-COMMENTS_N 度I-COMMENTS_N
1501,关I-COMMENTS_N 降B-COMMENTS_N 额I-COMMENTS_N
1502,额B-COMMENTS_N 度I-COMMENTS_N
1503,理B-PRODUCT 财I-PRODUCT
1504,提B-COMMENTS_N 额I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 太B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1505,升B-COMMENTS_ADJ 激B-COMMENTS_N 活I-COMMENTS_N
1506,权B-COMMENTS_N 这I-COMMENTS_N 卡I-PRODUCT
1507,？B-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 太B-COMMENTS_ADJ 低I-COMMENTS_N
1508,不B-COMMENTS_ADJ 高I-COMMENTS_ADJ
1509,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1510,不B-COMMENTS_N 行I-COMMENTS_N 0B-COMMENTS_ADJ 块B-COMMENTS_ADJ 钱I-COMMENTS_ADJ
1511,
1512,逾B-PRODUCT 期I-PRODUCT 中B-COMMENTS_ADJ 心I-COMMENTS_N
1513,很B-COMMENTS_ADJ 多I-COMMENTS_ADJ 银I-COMMENTS_ADJ ~B-COMMENTS_ADJ
1514,
1515,安B-PRODUCT 刷B-PRODUCT 卡I-PRODUCT 积B-PRODUCT 分I-PRODUCT
1516,二B-COMMENTS_N 卡I-COMMENTS_N
1517,
1518,额B-COMMENTS_N 度I-COMMENTS_N
1519,用B-PRODUCT 金I-PRODUCT
1520,
1521,蓄I-PRODUCT 水I-PRODUCT
1522,银I-BANK 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT pB-COMMENTS_N 有I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1523,好B-COMMENTS_ADJ 注B-COMMENTS_N 销I-COMMENTS_N
1524,幼B-COMMENTS_ADJ
1525,物B-BANK 业I-PRODUCT
1526,审B-COMMENTS_N
1527,真B-PRODUCT 封B-PRODUCT 卡I-PRODUCT 调B-COMMENTS_N 查I-COMMENTS_N 吃B-COMMENTS_ADJ 饱I-COMMENTS_ADJ
1528,
1529,2B-COMMENTS_ADJ 8I-COMMENTS_N 紧B-COMMENTS_N
1530,
1531,
1532,菜B-PRODUCT 卡I-PRODUCT
1533,额B-COMMENTS_N 度I-COMMENTS_N 直I-COMMENTS_ADJ 分B-PRODUCT 期I-PRODUCT 分B-PRODUCT 度I-COMMENTS_N
1534,逾B-COMMENTS_N 期I-COMMENTS_N
1535,额B-COMMENTS_N 度I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1536,用B-PRODUCT
1537,恭B-COMMENTS_ADJ
1538,
1539,额B-COMMENTS_N 度I-COMMENTS_N
1540,心B-COMMENTS_ADJ
1541,不B-COMMENTS_ADJ 多I-COMMENTS_ADJ 较B-COMMENTS_ADJ 不I-COMMENTS_ADJ 行I-COMMENTS_ADJ
1542,征B-PRODUCT 率B-COMMENTS_N 变I-COMMENTS_N 到B-COMMENTS_ADJ 你I-COMMENTS_ADJ
1543,临B-COMMENTS_N 额I-COMMENTS_N
1544,寄I-PRODUCT 卡B-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1545,上I-PRODUCT 2I-PRODUCT
1546,消B-COMMENTS_N
1547,担B-COMMENTS_ADJ
1548,
1549,
1550,金B-PRODUCT 分I-PRODUCT
1551,
1552,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 期I-PRODUCT 多B-COMMENTS_ADJ
1553,云B-PRODUCT 闪I-PRODUCT 付I-PRODUCT 卡B-PRODUCT 批I-COMMENTS_N
1554,像I-COMMENTS_N
1555,提B-COMMENTS_N 额I-COMMENTS_N
1556,首B-PRODUCT 卡I-PRODUCT
1557,当B-COMMENTS_ADJ 9B-PRODUCT 逾B-COMMENTS_N 期I-COMMENTS_N 交B-BANK 行I-BANK 废B-COMMENTS_N 行I-COMMENTS_N
1558,有B-COMMENTS_ADJ
1559,
1560,房B-BANK 贷I-BANK 银I-BANK 行I-PRODUCT
1561,客B-COMMENTS_N 服I-COMMENTS_N
1562,
1563,工B-BANK 行I-BANK
1564,卡B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1565,幅B-PRODUCT 度I-PRODUCT 因B-COMMENTS_ADJ ：I-COMMENTS_ADJ
1566,白B-PRODUCT 金I-PRODUCT 卡I-PRODUCT 最B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1567,
1568,秒I-COMMENTS_N 额B-COMMENTS_N
1569,
1570,aB-PRODUCT pI-PRODUCT 提B-COMMENTS_N 额B-COMMENTS_N 多I-COMMENTS_N
1571,额B-COMMENTS_N 度I-COMMENTS_N
1572,又B-COMMENTS_ADJ 不I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1573,号I-PRODUCT 急I-COMMENTS_ADJ
1574,额B-COMMENTS_N 度I-COMMENTS_N 拒B-COMMENTS_ADJ
1575,安B-COMMENTS_N 额B-COMMENTS_ADJ 下B-COMMENTS_N 卡I-COMMENTS_N
1576,申B-PRODUCT 请I-PRODUCT 卡I-PRODUCT
1577,广B-BANK 发I-PRODUCT 卡I-PRODUCT 办B-COMMENTS_ADJ 理I-COMMENTS_ADJ
1578,是B-COMMENTS_ADJ 了I-COMMENTS_ADJ
1579,
1580,
1581,
1582,好I-COMMENTS_ADJ
1583,
1584,额I-COMMENTS_N 度I-COMMENTS_N
1585,万B-BANK
1586,核I-COMMENTS_N 中I-COMMENTS_N
1587,
1588,
1589,储B-PRODUCT 蓄I-PRODUCT 卡I-PRODUCT
1590,也B-BANK 交I-BANK 了B-COMMENTS_N 金B-COMMENTS_N 额I-COMMENTS_N
1591,小B-PRODUCT 时I-PRODUCT 工B-BANK 给B-COMMENTS_ADJ
1592,兴B-COMMENTS_N
1593,平B-COMMENTS_N 安I-COMMENTS_N
1594,申B-PRODUCT 金I-PRODUCT 卡I-PRODUCT 审I-COMMENTS_ADJ 批I-COMMENTS_N 白B-PRODUCT 金I-PRODUCT
1595,
1596,催B-COMMENTS_N 着I-COMMENTS_N 我B-PRODUCT 销I-PRODUCT 卡I-PRODUCT
1597,
1598,
1599, B-BANK 浦B-BANK 发I-BANK
1600,
1601,标I-BANK 大I-COMMENTS_N 行I-PRODUCT 业I-PRODUCT 银I-BANK
1602,
1603,精B-PRODUCT 神B-COMMENTS_N
1604,
1605,金B-COMMENTS_N 额I-COMMENTS_N 是I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1606,额B-COMMENTS_N 度I-COMMENTS_N 很B-COMMENTS_ADJ 低I-COMMENTS_ADJ 手B-COMMENTS_N 续I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 慢I-PRODUCT
1607,额B-COMMENTS_N 度I-COMMENTS_N 太B-COMMENTS_ADJ 秀I-COMMENTS_ADJ
1608,最B-PRODUCT 多I-PRODUCT 卡I-PRODUCT 基I-COMMENTS_ADJ 键I-COMMENTS_N
1609,逾B-COMMENTS_N 期I-COMMENTS_N
1610,大I-PRODUCT 中B-COMMENTS_ADJ 行I-BANK 招B-BANK 商I-BANK
1611,金I-PRODUCT 卡I-PRODUCT 多B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1612,
1613,利B-COMMENTS_N 息I-COMMENTS_N 所B-COMMENTS_N 贷B-BANK 差B-COMMENTS_ADJ 不B-COMMENTS_ADJ 多I-COMMENTS_ADJ 建B-BANK 行I-BANK 快B-PRODUCT 贷I-PRODUCT 中B-BANK 银I-BANK eB-BANK 贷I-BANK eI-PRODUCT 磨I-COMMENTS_ADJ
1614,
1615,
1616,只B-COMMENTS_N 发I-COMMENTS_ADJ
1617,授B-BANK 信I-BANK 过B-COMMENTS_ADJ 高B-COMMENTS_ADJ
1618,额B-COMMENTS_N 度I-COMMENTS_N
1619,能B-COMMENTS_N 铁I-COMMENTS_N 还B-COMMENTS_N 能I-COMMENTS_N
1620,卡I-PRODUCT
1621,
1622,理B-COMMENTS_N 财I-COMMENTS_N 买B-PRODUCT 理I-PRODUCT 财I-PRODUCT 理B-BANK 财I-BANK
1623,多B-COMMENTS_ADJ 久I-COMMENTS_ADJ
1624,好B-COMMENTS_ADJ
1625,名B-PRODUCT 额I-PRODUCT 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ 定B-COMMENTS_N 额I-COMMENTS_N
1626,万B-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1627,卡B-COMMENTS_ADJ
1628,多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1629,提B-COMMENTS_N 额I-COMMENTS_N
1630,逾B-PRODUCT 期I-COMMENTS_N 逾B-COMMENTS_N 期I-COMMENTS_N
1631,用I-COMMENTS_ADJ
1632,额B-COMMENTS_N 度I-COMMENTS_N 能B-PRODUCT 卡I-COMMENTS_N
1633,定B-PRODUCT
1634,
1635,
1636,额B-COMMENTS_N 度I-COMMENTS_N 漂B-COMMENTS_ADJ 亮I-COMMENTS_ADJ
1637,额B-COMMENTS_N 度I-COMMENTS_N 不B-COMMENTS_ADJ
1638,本B-COMMENTS_N 和I-BANK
1639,显I-PRODUCT
1640,秒B-COMMENTS_ADJ 拒I-COMMENTS_ADJ
1641,6I-PRODUCT
1642,安B-COMMENTS_ADJ 冷I-COMMENTS_ADJ
1643,级B-PRODUCT 白B-PRODUCT 金I-PRODUCT 卡I-PRODUCT
1644,放B-PRODUCT
1645,中B-PRODUCT 信I-BANK
1646,
1647,叫B-PRODUCT 年I-PRODUCT 化B-COMMENTS_ADJ
1648,注B-COMMENTS_N 销I-COMMENTS_N
1649,和I-COMMENTS_N 划I-COMMENTS_ADJ
1650,动B-COMMENTS_ADJ
1651,
1652,额B-COMMENTS_N 度I-COMMENTS_N
1653,首B-PRODUCT 卡I-PRODUCT 激B-COMMENTS_N
1654,
1655,理B-COMMENTS_N 财I-COMMENTS_N
1656,名B-COMMENTS_N
1657,款B-COMMENTS_ADJ 续B-COMMENTS_ADJ
1658,平B-BANK 安I-BANK
1659,高B-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1660,
1661,搭B-PRODUCT 档I-PRODUCT 卡I-PRODUCT
1662,积B-PRODUCT
1663,二B-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1664,
1665,上I-PRODUCT 海B-PRODUCT 银I-PRODUCT 行I-BANK 业B-PRODUCT
1666,很I-PRODUCT
1667,
1668,额B-COMMENTS_N 度I-COMMENTS_N 高B-COMMENTS_ADJ
1669,跟B-COMMENTS_ADJ 你I-COMMENTS_ADJ 罐I-COMMENTS_N 大B-PRODUCT 谱I-COMMENTS_ADJ
1670,中B-BANK 行I-BANK
1671,公B-PRODUCT 积I-PRODUCT 金I-PRODUCT
1672,二B-COMMENTS_ADJ 卡B-COMMENTS_ADJ 银B-BANK 行I-BANK 浦B-BANK 发I-BANK 好B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1673,急I-COMMENTS_ADJ
1674,那B-COMMENTS_ADJ 就B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1675,额B-COMMENTS_N 度I-COMMENTS_N 吧B-COMMENTS_ADJ
1676,安B-COMMENTS_ADJ 心I-COMMENTS_ADJ
1677,板B-COMMENTS_ADJ
1678,无B-PRODUCT 界I-PRODUCT 卡I-PRODUCT 体B-PRODUCT 卡I-PRODUCT 觉B-COMMENTS_ADJ 得B-COMMENTS_ADJ 少I-COMMENTS_ADJ 什B-COMMENTS_ADJ
1679,
1680,招B-BANK 行I-BANK 回B-COMMENTS_ADJ
1681,卡B-PRODUCT 种I-PRODUCT 谢B-COMMENTS_ADJ 谢I-COMMENTS_ADJ
1682,年B-COMMENTS_N 费I-COMMENTS_N
1683,烂B-COMMENTS_ADJ 熟I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1684,蓄B-COMMENTS_N 卡I-PRODUCT wI-BANK
1685,好I-COMMENTS_ADJ
1686,分B-PRODUCT 专B-COMMENTS_N 项I-COMMENTS_N
1687,套B-COMMENTS_N 路I-PRODUCT 就B-PRODUCT 拿I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N 合B-PRODUCT
1688,hI-PRODUCT eI-PRODUCT iI-COMMENTS_ADJ
1689,贷B-PRODUCT 手B-PRODUCT 续I-PRODUCT 费I-COMMENTS_N 还B-COMMENTS_N
1690,
1691,然B-COMMENTS_ADJ 后I-COMMENTS_ADJ 益B-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1692,以I-COMMENTS_ADJ 激B-COMMENTS_N 活I-COMMENTS_N
1693,额B-COMMENTS_N 度I-COMMENTS_N
1694,少B-COMMENTS_ADJ
1695,额I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1696,债B-COMMENTS_ADJ 高I-COMMENTS_ADJ 消B-COMMENTS_ADJ
1697,额B-COMMENTS_N 间I-COMMENTS_ADJ
1698,
1699,提B-COMMENTS_N 额I-COMMENTS_N
1700,列B-COMMENTS_ADJ
1701,度I-COMMENTS_N
1702,很B-COMMENTS_ADJ
1703,发I-BANK 回I-COMMENTS_ADJ 最B-COMMENTS_ADJ 多I-COMMENTS_ADJ
1704,未B-PRODUCT 够I-PRODUCT 广B-COMMENTS_ADJ 发I-COMMENTS_ADJ
1705,拒I-COMMENTS_ADJ
1706,招B-BANK 行I-BANK
1707,
1708,好B-COMMENTS_ADJ
1709,好B-COMMENTS_ADJ
1710,银B-COMMENTS_N 行I-BANK 率I-PRODUCT 很B-COMMENTS_ADJ
1711,期B-PRODUCT 正I-PRODUCT
1712,民B-BANK 生I-BANK
1713,开B-COMMENTS_ADJ 心I-COMMENTS_ADJ 了I-COMMENTS_ADJ
1714,度B-PRODUCT 油B-PRODUCT 卡B-PRODUCT 征B-COMMENTS_ADJ
1715,钱B-PRODUCT 做B-PRODUCT 活I-PRODUCT ，B-COMMENTS_ADJ 划B-COMMENTS_ADJ
1716,金B-PRODUCT 卡I-BANK 啥B-PRODUCT 东I-PRODUCT
1717,激B-COMMENTS_N 活I-COMMENTS_N KB-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 销B-PRODUCT 的I-PRODUCT
1718,招B-BANK 行I-BANK 啥B-PRODUCT 卡I-PRODUCT
1719,招B-BANK 行I-BANK 低I-COMMENTS_ADJ
1720,不B-COMMENTS_ADJ 五B-COMMENTS_ADJ 万I-COMMENTS_ADJ 多B-COMMENTS_ADJ
1721,秒B-COMMENTS_ADJ 拒I-COMMENTS_ADJ
1722,多B-PRODUCT 利I-COMMENTS_ADJ 白B-PRODUCT 金I-PRODUCT 卡I-PRODUCT
1723,险I-COMMENTS_ADJ 用B-COMMENTS_ADJ 怕I-COMMENTS_ADJ
1724,易B-COMMENTS_ADJ
1725,
1726,用I-COMMENTS_ADJ
1727,
1728,
1729,
1730,激B-COMMENTS_N 活I-COMMENTS_N 活I-COMMENTS_N
1731,用B-BANK 贷I-PRODUCT 给B-COMMENTS_ADJ 开I-COMMENTS_ADJ
1732,思I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 多B-COMMENTS_ADJ 活I-COMMENTS_ADJ
1733,能I-COMMENTS_ADJ
1734,
1735,填B-COMMENTS_ADJ 期B-COMMENTS_ADJ 望B-COMMENTS_N 额I-COMMENTS_N 度I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1736,降B-COMMENTS_ADJ
1737,征B-PRODUCT 信I-PRODUCT
1738,不B-COMMENTS_ADJ 能I-COMMENTS_ADJ
1739,
1740,建B-BANK 设I-BANK 银I-BANK 行I-BANK
1741,卡B-PRODUCT 贷B-PRODUCT 利B-COMMENTS_ADJ 提B-COMMENTS_N 额B-COMMENTS_N
1742,投B-BANK 明B-PRODUCT 白I-PRODUCT
1743,浦B-BANK 发I-BANK
1744,么I-COMMENTS_ADJ
1745,收B-COMMENTS_ADJ 入I-COMMENTS_ADJ 增I-COMMENTS_ADJ 支B-PRODUCT 出I-COMMENTS_N 长B-COMMENTS_N
1746,高B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1747,被B-COMMENTS_ADJ 拒I-COMMENTS_ADJ
1748,不B-COMMENTS_ADJ 能I-COMMENTS_ADJ
1749,
1750,被B-COMMENTS_ADJ 四I-COMMENTS_N
1751,生B-COMMENTS_N 活I-COMMENTS_ADJ
1752,
1753,分B-PRODUCT 期I-PRODUCT 分B-PRODUCT 期I-PRODUCT
1754,3B-BANK kI-BANK 工B-BANK 行I-BANK
1755,中B-BANK 信I-BANK 行I-BANK 见I-PRODUCT
1756,逾B-COMMENTS_N 期I-COMMENTS_N
1757,额B-COMMENTS_N
1758,
1759,信B-PRODUCT
1760,光B-BANK 大I-BANK 首B-PRODUCT 卡I-PRODUCT
1761,
1762,必B-COMMENTS_N 拒I-COMMENTS_N
1763,用B-BANK 卡I-PRODUCT 多B-COMMENTS_ADJ 不I-COMMENTS_ADJ 多I-COMMENTS_ADJ
1764,
1765,下B-COMMENTS_N 卡I-COMMENTS_N
1766,
1767,提B-COMMENTS_N 额I-COMMENTS_N 广B-BANK 发I-BANK 最I-PRODUCT 大I-BANK
1768,额B-COMMENTS_N 度I-COMMENTS_N 不B-COMMENTS_ADJ 高I-COMMENTS_ADJ
1769,
1770,
1771,银B-PRODUCT 行I-PRODUCT
1772,
1773,分I-PRODUCT 值B-COMMENTS_ADJ 钱I-COMMENTS_ADJ
1774,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1775,
1776,
1777,卡I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1778,有B-PRODUCT 小I-PRODUCT 贷I-PRODUCT
1779,套I-PRODUCT
1780,全B-COMMENTS_N 额I-COMMENTS_N
1781,比B-COMMENTS_ADJ 没I-COMMENTS_N
1782,发I-COMMENTS_N
